geography,gender,has_credit_card,is_active,card_type,age_group,age,credit_score,tenure,balance,num_products,est_salary,satisfaction_score,pts_earned,churned
France,Female,1,0,PLATINUM,Middle-Aged (26-45),31,594,0,79340.95,1,78255.86,5,400,0
Germany,Male,1,1,DIAMOND,Older Adults (46-64),57,600,9,138456.03,2,103548.25,3,956,0
France,Male,1,1,PLATINUM,Older Adults (46-64),49,565,7,0.0,2,89609.26,4,579,0
Germany,Male,0,1,PLATINUM,Older Adults (46-64),48,678,2,101099.9,2,193476.04,1,788,0
Spain,Female,1,1,DIAMOND,Middle-Aged (26-45),31,648,5,0.0,2,5199.02,2,980,0
France,Male,1,0,SILVER,Middle-Aged (26-45),40,642,8,109219.83,1,52827.51,5,520,0
Germany,Male,1,1,DIAMOND,Retirement Aged (65+),67,706,1,123276.69,2,86507.88,1,906,1
Spain,Male,1,1,PLATINUM,Middle-Aged (26-45),43,668,10,113034.31,1,100423.88,5,470,0
Spain,Male,1,0,GOLD,Middle-Aged (26-45),41,635,1,0.0,2,175611.5,2,796,0
Spain,Male,1,1,SILVER,Middle-Aged (26-45),30,603,6,129548.5,2,19282.85,2,553,0
France,Female,0,1,GOLD,Retirement Aged (65+),72,635,4,74812.84,1,27448.33,5,627,0
France,Female,1,0,PLATINUM,Middle-Aged (26-45),40,642,7,0.0,2,183963.34,1,882,0
Spain,Female,1,0,PLATINUM,Older Adults (46-64),54,785,1,0.0,2,45113.92,5,287,1
Germany,Female,1,0,GOLD,Middle-Aged (26-45),28,628,3,153538.13,2,110776.01,4,579,0
France,Female,0,1,GOLD,Middle-Aged (26-45),38,499,9,0.0,2,183042.2,2,642,0
Spain,Male,0,1,DIAMOND,Middle-Aged (26-45),34,567,10,0.0,2,161571.79,5,391,0
Spain,Male,1,1,GOLD,Middle-Aged (26-45),32,449,0,155619.36,1,166692.03,1,667,0
Spain,Male,1,1,DIAMOND,Middle-Aged (26-45),35,701,10,159693.9,2,71173.64,3,752,0
Spain,Male,0,1,DIAMOND,Middle-Aged (26-45),37,613,3,171653.17,1,5353.12,4,512,0
Germany,Female,1,1,SILVER,Middle-Aged (26-45),39,683,2,47685.47,2,86019.48,4,649,0
France,Male,0,1,PLATINUM,Middle-Aged (26-45),35,581,4,0.0,2,86383.82,5,453,0
France,Male,0,0,GOLD,Older Adults (46-64),61,620,5,0.0,1,31641.52,3,586,1
Spain,Male,1,1,GOLD,Middle-Aged (26-45),28,561,6,123692.0,1,70548.96,4,615,0
Germany,Male,1,1,SILVER,Middle-Aged (26-45),26,558,1,148853.29,2,24411.02,5,407,0
France,Male,0,1,GOLD,Middle-Aged (26-45),35,642,2,133161.95,1,122254.86,3,460,0
Germany,Male,1,0,DIAMOND,Young Adults (18-25),24,805,6,143221.35,2,186035.72,5,545,0
France,Male,0,1,PLATINUM,Middle-Aged (26-45),35,687,9,0.0,2,73133.82,5,900,0
Spain,Male,1,0,DIAMOND,Older Adults (46-64),56,695,1,0.0,3,187734.49,2,231,1
France,Male,1,0,DIAMOND,Middle-Aged (26-45),33,562,6,0.0,2,111590.35,3,933,0
Germany,Male,0,0,DIAMOND,Middle-Aged (26-45),38,613,9,126265.88,2,15859.95,2,571,0
France,Male,1,0,DIAMOND,Middle-Aged (26-45),37,589,5,0.0,1,61324.87,1,359,0
Spain,Male,1,1,GOLD,Middle-Aged (26-45),31,593,8,112713.34,1,176868.89,2,710,0
France,Male,0,1,SILVER,Middle-Aged (26-45),34,714,5,141173.03,1,98896.06,5,536,0
Spain,Female,1,1,SILVER,Middle-Aged (26-45),35,588,7,0.0,2,108739.15,1,221,0
Spain,Male,1,0,GOLD,Middle-Aged (26-45),39,679,6,0.0,2,12266.06,2,702,0
Spain,Male,1,1,DIAMOND,Middle-Aged (26-45),38,730,5,118866.36,1,163317.5,1,308,0
France,Male,1,1,SILVER,Older Adults (46-64),47,833,2,0.0,2,182247.77,5,418,0
Spain,Female,1,1,SILVER,Middle-Aged (26-45),33,586,7,0.0,2,168261.4,4,554,0
Spain,Female,1,0,DIAMOND,Older Adults (46-64),54,567,5,92316.31,2,158590.66,1,916,1
Germany,Male,1,0,GOLD,Middle-Aged (26-45),30,637,1,122185.53,1,102566.46,2,782,1
France,Male,1,0,GOLD,Middle-Aged (26-45),38,711,4,123345.85,1,141827.83,2,572,0
France,Male,0,0,SILVER,Middle-Aged (26-45),30,828,4,73070.18,2,161671.15,4,534,0
Spain,Male,0,0,DIAMOND,Middle-Aged (26-45),38,500,7,0.0,2,192013.23,2,870,0
France,Male,0,0,PLATINUM,Older Adults (46-64),47,807,1,95120.59,1,127875.1,3,468,0
France,Male,1,0,DIAMOND,Middle-Aged (26-45),40,850,8,102800.65,1,60811.56,3,833,0
France,Female,0,1,GOLD,Retirement Aged (65+),70,782,7,97072.42,1,131177.22,3,714,0
Spain,Male,1,1,PLATINUM,Middle-Aged (26-45),31,629,6,132876.55,1,130862.11,3,342,0
Spain,Male,0,1,DIAMOND,Middle-Aged (26-45),33,582,6,0.0,2,72970.93,4,475,0
France,Male,1,0,PLATINUM,Young Adults (18-25),22,468,2,0.0,2,28123.99,5,241,0
France,Male,1,0,PLATINUM,Middle-Aged (26-45),36,670,3,0.0,1,140754.19,3,534,1
France,Male,0,0,PLATINUM,Middle-Aged (26-45),39,805,2,0.0,1,166650.32,1,417,0
France,Male,1,0,PLATINUM,Middle-Aged (26-45),26,720,10,51962.91,2,45507.24,1,476,0
Spain,Female,0,0,GOLD,Middle-Aged (26-45),29,781,6,98759.89,1,112202.64,2,494,0
Germany,Male,1,1,PLATINUM,Middle-Aged (26-45),33,592,2,156570.86,1,37140.2,1,376,0
France,Female,1,1,GOLD,Middle-Aged (26-45),42,542,1,0.0,1,178256.58,2,600,1
France,Male,1,0,GOLD,Middle-Aged (26-45),42,532,1,159024.71,1,100982.93,5,564,1
France,Female,0,1,SILVER,Middle-Aged (26-45),39,520,1,73493.17,1,109626.13,2,721,1
France,Female,1,1,DIAMOND,Middle-Aged (26-45),45,759,8,0.0,2,99251.24,1,292,0
France,Female,1,0,PLATINUM,Middle-Aged (26-45),35,473,6,69617.36,1,143345.69,1,959,0
Spain,Female,1,0,GOLD,Middle-Aged (26-45),35,639,5,136526.26,2,59653.03,4,616,0
France,Male,0,1,PLATINUM,Young Adults (18-25),25,705,3,113736.27,1,196864.61,2,645,0
France,Male,0,0,PLATINUM,Older Adults (46-64),52,530,1,106723.28,1,109960.4,3,284,1
Germany,Female,1,1,DIAMOND,Middle-Aged (26-45),33,516,10,138847.9,1,127256.7,3,465,0
France,Female,1,0,PLATINUM,Middle-Aged (26-45),40,850,0,0.0,2,1099.95,4,980,0
Germany,Female,1,1,GOLD,Middle-Aged (26-45),33,746,2,107868.14,2,146192.4,1,459,0
Germany,Male,1,0,PLATINUM,Middle-Aged (26-45),33,622,3,96926.12,2,48553.77,2,776,0
France,Male,0,0,GOLD,Middle-Aged (26-45),30,743,7,77599.23,1,144407.1,5,682,0
Germany,Male,1,1,DIAMOND,Middle-Aged (26-45),38,732,5,178787.54,1,195760.53,3,305,0
France,Male,1,1,SILVER,Retirement Aged (65+),81,850,5,0.0,2,44827.47,2,237,0
Germany,Female,1,1,SILVER,Middle-Aged (26-45),34,850,3,129668.43,2,88743.99,5,468,0
France,Male,1,1,SILVER,Middle-Aged (26-45),34,686,6,146178.13,2,88837.11,2,946,0
France,Female,1,0,PLATINUM,Middle-Aged (26-45),40,556,8,0.0,2,62112.7,2,349,0
France,Male,0,0,DIAMOND,Middle-Aged (26-45),37,673,4,0.0,2,163563.07,3,333,0
France,Female,1,1,DIAMOND,Middle-Aged (26-45),38,809,2,154763.21,2,174800.31,5,733,0
Germany,Female,0,1,GOLD,Older Adults (46-64),56,634,3,116251.24,1,42429.88,4,964,1
France,Male,1,1,GOLD,Middle-Aged (26-45),37,630,6,0.0,2,82647.65,3,970,0
Germany,Female,0,0,PLATINUM,Middle-Aged (26-45),30,564,0,100954.88,2,134175.15,1,747,0
France,Female,1,0,DIAMOND,Older Adults (46-64),51,625,4,124620.01,2,92243.94,4,513,1
Spain,Female,1,1,DIAMOND,Middle-Aged (26-45),34,677,4,0.0,2,6175.53,4,839,0
France,Male,0,0,DIAMOND,Middle-Aged (26-45),40,583,9,112701.04,1,29213.63,3,301,0
Spain,Male,0,1,DIAMOND,Middle-Aged (26-45),45,592,8,84692.5,1,67214.02,5,551,0
Germany,Male,1,0,DIAMOND,Older Adults (46-64),49,637,2,108204.52,1,169037.84,3,675,1
France,Male,1,1,GOLD,Middle-Aged (26-45),30,850,6,86449.39,1,188809.23,2,755,0
Spain,Male,0,1,SILVER,Middle-Aged (26-45),42,633,10,0.0,1,79408.17,2,660,0
Germany,Male,1,1,PLATINUM,Middle-Aged (26-45),36,751,5,73194.99,1,89222.66,3,301,0
Germany,Male,1,0,DIAMOND,Middle-Aged (26-45),31,592,7,124593.23,1,86079.67,2,326,0
Germany,Male,1,1,PLATINUM,Older Adults (46-64),50,716,2,119655.77,1,12944.17,4,496,1
Germany,Male,1,1,SILVER,Middle-Aged (26-45),42,641,3,121765.37,2,166516.84,5,433,0
France,Male,0,0,PLATINUM,Middle-Aged (26-45),35,849,4,110837.73,1,126419.8,3,599,0
Spain,Male,0,1,DIAMOND,Older Adults (46-64),47,647,10,99835.17,1,89103.05,3,554,0
Germany,Female,1,0,GOLD,Middle-Aged (26-45),30,608,2,91057.37,2,132973.17,4,379,0
France,Female,1,0,SILVER,Middle-Aged (26-45),26,555,7,0.0,2,93122.41,3,591,0
Spain,Male,0,0,GOLD,Middle-Aged (26-45),27,497,7,149400.27,1,167522.19,4,423,0
Germany,Male,0,0,SILVER,Middle-Aged (26-45),38,599,9,89111.63,1,157239.6,3,600,0
Germany,Male,0,1,SILVER,Middle-Aged (26-45),33,545,1,132527.9,2,107429.71,5,898,0
France,Female,1,0,DIAMOND,Middle-Aged (26-45),36,774,9,114997.42,1,75304.09,2,244,0
France,Male,1,0,SILVER,Older Adults (46-64),46,464,6,161798.53,1,182944.47,5,343,0
Germany,Female,1,1,PLATINUM,Middle-Aged (26-45),27,696,2,96129.32,2,5983.7,1,459,0
Spain,Male,0,0,SILVER,Middle-Aged (26-45),45,667,3,0.0,2,163655.01,1,814,0
France,Male,1,0,SILVER,Middle-Aged (26-45),32,812,5,133050.97,2,89385.92,2,240,0
France,Male,0,1,PLATINUM,Older Adults (46-64),51,516,8,120124.35,2,168773.54,2,286,0
France,Male,0,0,SILVER,Middle-Aged (26-45),39,645,8,0.0,2,96864.36,5,287,0
Spain,Male,0,0,SILVER,Middle-Aged (26-45),32,664,5,133705.74,1,134455.84,1,977,0
Spain,Female,1,0,DIAMOND,Middle-Aged (26-45),39,427,9,0.0,2,28368.37,2,489,0
France,Female,1,0,PLATINUM,Middle-Aged (26-45),40,685,7,0.0,2,103898.59,2,858,0
France,Female,1,0,GOLD,Middle-Aged (26-45),33,585,4,152805.05,1,63239.65,1,385,0
Germany,Female,1,1,SILVER,Young Adults (18-25),21,519,1,151701.45,3,170138.68,1,623,1
France,Female,0,1,DIAMOND,Retirement Aged (65+),67,708,1,0.0,2,3837.08,1,652,0
France,Female,1,1,DIAMOND,Young Adults (18-25),22,717,5,112465.06,1,92977.75,3,250,0
Germany,Male,1,0,DIAMOND,Young Adults (18-25),24,465,6,156007.09,1,191368.37,4,865,0
Germany,Male,1,0,PLATINUM,Middle-Aged (26-45),28,829,3,132405.52,3,104889.2,1,536,1
France,Male,0,0,DIAMOND,Middle-Aged (26-45),26,826,5,142662.68,1,60285.3,3,334,0
Germany,Male,1,1,GOLD,Middle-Aged (26-45),36,747,8,102603.3,2,180693.61,3,751,0
Spain,Male,1,0,PLATINUM,Middle-Aged (26-45),32,707,9,0.0,2,126475.79,2,947,0
Spain,Male,0,0,GOLD,Middle-Aged (26-45),37,590,1,0.0,2,133535.99,2,930,0
Spain,Male,1,1,DIAMOND,Older Adults (46-64),57,603,6,105000.85,2,87412.24,3,281,1
France,Male,1,1,DIAMOND,Middle-Aged (26-45),45,615,5,0.0,2,164886.64,4,537,0
France,Female,1,0,PLATINUM,Middle-Aged (26-45),36,634,1,69518.95,1,116238.39,5,541,0
Germany,Male,1,1,SILVER,Middle-Aged (26-45),41,716,8,126145.54,2,138051.19,5,992,0
France,Male,1,1,DIAMOND,Middle-Aged (26-45),41,647,4,138937.35,1,101617.64,5,918,1
Germany,Female,1,0,GOLD,Middle-Aged (26-45),44,591,10,113581.98,1,1985.41,5,645,0
France,Male,0,0,GOLD,Middle-Aged (26-45),34,574,1,112572.39,1,165626.6,3,788,0
Germany,Male,1,0,SILVER,Older Adults (46-64),51,467,10,114514.71,2,177784.68,2,681,1
France,Female,1,1,PLATINUM,Middle-Aged (26-45),35,701,2,0.0,2,65765.22,5,939,0
France,Female,1,1,GOLD,Middle-Aged (26-45),34,747,10,0.0,2,50759.8,3,740,0
France,Male,1,0,GOLD,Middle-Aged (26-45),32,650,2,84906.45,1,163216.48,1,902,0
Spain,Female,1,1,SILVER,Middle-Aged (26-45),39,731,2,126816.18,1,74850.93,1,403,0
Germany,Female,1,1,SILVER,Middle-Aged (26-45),26,638,1,105249.76,2,23491.09,4,711,0
Spain,Male,1,0,SILVER,Middle-Aged (26-45),41,569,2,0.0,2,134272.57,5,991,0
Germany,Male,1,0,PLATINUM,Older Adults (46-64),50,459,5,109387.9,1,155721.15,3,894,0
Germany,Male,1,0,PLATINUM,Young Adults (18-25),23,632,3,122478.51,1,147230.77,5,390,1
France,Female,1,1,PLATINUM,Retirement Aged (65+),73,683,8,137732.23,2,133210.44,4,959,0
France,Female,1,1,GOLD,Older Adults (46-64),46,850,2,157866.77,1,18986.12,3,482,0
France,Female,1,1,PLATINUM,Middle-Aged (26-45),41,512,6,0.0,1,100507.81,3,920,0
France,Female,1,0,PLATINUM,Middle-Aged (26-45),31,616,3,136789.14,1,59346.4,1,861,1
France,Male,1,1,PLATINUM,Middle-Aged (26-45),36,664,1,0.0,2,95372.64,4,507,0
France,Male,1,1,DIAMOND,Middle-Aged (26-45),30,694,10,144684.03,1,31805.49,5,412,0
France,Male,1,1,GOLD,Young Adults (18-25),24,655,9,107065.31,1,51959.82,5,873,0
France,Female,0,1,DIAMOND,Middle-Aged (26-45),33,607,8,91301.72,1,130824.57,5,480,0
Spain,Male,0,0,DIAMOND,Middle-Aged (26-45),39,684,4,207034.96,2,157694.76,4,800,1
Spain,Male,1,1,DIAMOND,Middle-Aged (26-45),37,763,8,0.0,2,933.38,1,560,0
Spain,Male,0,1,GOLD,Older Adults (46-64),50,671,8,0.0,1,2560.11,1,678,0
Spain,Male,1,1,PLATINUM,Middle-Aged (26-45),38,592,3,0.0,1,12905.89,1,983,1
Spain,Female,1,0,GOLD,Middle-Aged (26-45),36,666,6,0.0,2,176692.87,3,990,0
France,Male,1,1,PLATINUM,Middle-Aged (26-45),34,667,5,0.0,2,102908.63,4,927,0
Spain,Male,0,1,SILVER,Middle-Aged (26-45),36,850,6,0.0,2,41291.05,2,234,0
Spain,Male,1,0,SILVER,Middle-Aged (26-45),42,622,9,0.0,2,119127.06,5,884,0
France,Female,0,1,SILVER,Middle-Aged (26-45),30,577,8,92472.1,2,126434.61,4,569,0
Spain,Male,0,0,DIAMOND,Young Adults (18-25),21,555,1,0.0,2,103901.35,1,599,0
France,Male,1,1,GOLD,Older Adults (46-64),62,547,10,127738.75,2,85153.0,4,666,0
Germany,Female,1,0,PLATINUM,Older Adults (46-64),50,613,5,101242.98,2,12493.61,4,574,0
France,Female,1,1,GOLD,Middle-Aged (26-45),43,672,4,92599.55,2,167336.78,4,274,0
Spain,Female,0,1,GOLD,Middle-Aged (26-45),36,624,10,0.0,2,186180.42,5,230,0
Spain,Female,1,0,PLATINUM,Older Adults (46-64),50,698,1,0.0,4,88566.9,3,341,1
France,Male,0,0,PLATINUM,Middle-Aged (26-45),37,606,6,82373.94,1,172526.9,3,632,1
Spain,Male,0,0,SILVER,Middle-Aged (26-45),31,720,4,141356.47,1,137985.69,2,637,0
France,Male,1,0,SILVER,Young Adults (18-25),23,835,9,0.0,1,19793.73,4,955,1
Spain,Female,1,1,GOLD,Older Adults (46-64),47,771,3,72664.0,2,107874.39,4,862,0
France,Female,0,0,GOLD,Older Adults (46-64),47,811,3,123365.34,2,171995.34,4,601,0
Germany,Male,1,0,PLATINUM,Middle-Aged (26-45),33,734,5,121898.58,1,61829.89,4,659,0
Spain,Male,1,1,GOLD,Middle-Aged (26-45),33,548,6,0.0,1,31728.35,4,855,0
France,Female,0,0,SILVER,Middle-Aged (26-45),31,652,3,103696.97,3,155221.05,4,897,1
France,Male,0,0,GOLD,Middle-Aged (26-45),33,707,2,0.0,2,130866.95,4,993,0
Germany,Female,1,1,PLATINUM,Older Adults (46-64),56,605,1,74129.18,2,62199.78,1,969,1
France,Female,1,0,DIAMOND,Middle-Aged (26-45),34,623,9,0.0,1,24255.21,1,333,0
Germany,Male,1,0,SILVER,Middle-Aged (26-45),29,686,3,185379.02,1,64679.07,3,713,0
Germany,Female,1,0,DIAMOND,Older Adults (46-64),47,525,1,118087.68,1,88120.78,3,310,1
Spain,Male,1,1,GOLD,Middle-Aged (26-45),41,657,8,109402.13,1,66463.62,4,988,0
Germany,Female,1,0,GOLD,Middle-Aged (26-45),33,730,7,130367.87,1,15142.1,2,910,1
Germany,Female,1,0,PLATINUM,Middle-Aged (26-45),34,816,2,108410.87,2,102908.91,4,555,0
France,Female,0,0,GOLD,Older Adults (46-64),50,484,2,90408.16,2,48170.57,5,959,0
France,Female,1,1,SILVER,Middle-Aged (26-45),34,728,6,90425.15,2,11597.69,1,439,0
Spain,Female,1,0,GOLD,Middle-Aged (26-45),39,730,6,140094.59,1,172450.04,4,408,1
Spain,Male,0,1,SILVER,Middle-Aged (26-45),31,477,9,0.0,2,184061.17,1,295,0
Germany,Female,1,1,DIAMOND,Older Adults (46-64),46,663,6,95439.4,1,21038.58,4,825,1
Germany,Male,1,0,GOLD,Middle-Aged (26-45),34,549,6,204017.4,2,109538.35,1,872,0
Spain,Male,1,0,DIAMOND,Middle-Aged (26-45),29,714,9,0.0,2,129192.55,3,323,0
Germany,Male,1,0,GOLD,Older Adults (46-64),49,430,3,137115.16,1,146516.86,1,404,1
Germany,Male,1,0,SILVER,Middle-Aged (26-45),43,504,5,134740.19,2,181430.91,1,640,0
France,Female,0,0,GOLD,Middle-Aged (26-45),29,530,5,0.0,2,121451.21,4,696,0
Germany,Male,0,1,SILVER,Middle-Aged (26-45),29,619,4,98955.87,1,131712.51,2,337,0
Germany,Male,1,0,DIAMOND,Middle-Aged (26-45),44,617,9,49157.09,2,53294.17,3,635,0
Germany,Male,0,0,GOLD,Middle-Aged (26-45),31,791,1,130240.33,1,96546.55,1,608,0
France,Male,1,1,PLATINUM,Older Adults (46-64),48,609,1,108019.27,3,184524.65,5,559,1
Germany,Male,1,0,DIAMOND,Older Adults (46-64),51,780,4,126725.25,1,195259.31,3,744,1
Germany,Female,1,1,SILVER,Middle-Aged (26-45),34,777,5,96693.66,1,172618.52,2,971,0
Germany,Female,1,1,SILVER,Middle-Aged (26-45),27,817,7,129810.6,1,59259.44,5,675,0
France,Male,0,0,PLATINUM,Older Adults (46-64),58,850,8,156652.13,1,25899.21,3,451,1
France,Female,0,0,SILVER,Middle-Aged (26-45),36,732,9,0.0,1,3749.0,1,748,1
France,Male,1,1,SILVER,Middle-Aged (26-45),40,693,4,130661.96,1,101918.96,3,910,0
France,Female,1,1,PLATINUM,Older Adults (46-64),50,576,8,0.0,2,57802.62,4,905,0
France,Male,0,0,DIAMOND,Middle-Aged (26-45),37,643,6,0.0,2,142454.77,1,604,0
France,Male,1,0,SILVER,Older Adults (46-64),47,757,3,130747.1,1,143829.54,1,303,0
Germany,Male,0,1,GOLD,Middle-Aged (26-45),30,569,6,106629.49,1,44114.88,4,644,0
Spain,Male,1,1,SILVER,Middle-Aged (26-45),36,772,3,112029.83,1,186948.35,2,776,0
Germany,Male,0,1,PLATINUM,Middle-Aged (26-45),29,576,7,130575.26,1,173629.78,3,233,0
Germany,Male,1,1,PLATINUM,Middle-Aged (26-45),28,608,4,96679.71,1,49133.45,3,988,0
France,Male,0,0,DIAMOND,Middle-Aged (26-45),33,794,0,0.0,2,178122.71,1,755,0
France,Male,0,0,SILVER,Older Adults (46-64),50,593,6,171740.69,1,20893.61,4,602,0
Spain,Male,1,0,DIAMOND,Middle-Aged (26-45),38,597,1,0.0,2,41303.29,3,476,0
Germany,Female,1,1,GOLD,Middle-Aged (26-45),39,541,9,100116.67,1,199808.1,2,635,1
Germany,Male,0,1,DIAMOND,Young Adults (18-25),24,692,2,120596.93,1,180490.53,5,466,0
France,Female,1,1,DIAMOND,Older Adults (46-64),48,697,1,0.0,2,87400.53,5,553,0
France,Male,1,1,DIAMOND,Middle-Aged (26-45),29,768,2,95984.69,2,73686.75,5,631,0
France,Male,1,1,DIAMOND,Middle-Aged (26-45),38,802,1,142557.11,1,172497.73,4,670,0
France,Male,1,0,GOLD,Older Adults (46-64),47,584,5,0.0,2,89286.29,5,343,0
Spain,Male,0,1,SILVER,Retirement Aged (65+),66,614,2,0.0,2,180082.7,5,778,0
Germany,Female,1,0,PLATINUM,Middle-Aged (26-45),36,850,6,143644.16,1,22102.25,3,728,1
France,Female,0,1,SILVER,Middle-Aged (26-45),38,671,6,132129.72,1,76068.95,1,593,0
France,Female,1,0,SILVER,Older Adults (46-64),52,626,0,0.0,2,32159.46,3,959,1
France,Female,0,0,PLATINUM,Retirement Aged (65+),68,770,2,183555.24,1,159557.28,5,561,1
France,Male,1,1,GOLD,Middle-Aged (26-45),38,633,2,91902.56,2,107673.35,5,913,0
France,Male,0,1,SILVER,Middle-Aged (26-45),40,663,6,156218.19,1,33607.72,5,375,0
Germany,Female,1,0,DIAMOND,Middle-Aged (26-45),43,581,5,93259.57,3,141035.65,5,276,1
Germany,Female,0,1,GOLD,Middle-Aged (26-45),45,561,2,168085.38,2,115719.08,4,998,0
Germany,Male,1,0,DIAMOND,Older Adults (46-64),51,479,1,107714.74,3,86128.21,2,451,1
France,Female,1,0,DIAMOND,Middle-Aged (26-45),31,769,6,117852.26,2,147668.64,5,533,0
Spain,Male,1,0,GOLD,Older Adults (46-64),60,659,2,0.0,1,177480.45,2,365,1
Spain,Female,1,1,PLATINUM,Older Adults (46-64),51,590,10,84474.62,2,190937.09,3,690,0
France,Male,1,0,SILVER,Older Adults (46-64),50,560,3,0.0,2,84531.79,2,308,0
Germany,Male,1,1,DIAMOND,Middle-Aged (26-45),35,437,6,126803.34,2,161133.4,3,628,0
France,Female,1,0,SILVER,Middle-Aged (26-45),34,661,0,0.0,2,185555.63,5,996,0
Germany,Female,1,0,GOLD,Middle-Aged (26-45),36,677,10,68806.84,1,33075.24,3,772,0
France,Female,1,0,SILVER,Middle-Aged (26-45),31,560,3,115141.18,1,39806.75,5,558,0
France,Female,0,1,SILVER,Middle-Aged (26-45),35,578,2,0.0,2,26389.92,1,579,0
Spain,Male,1,1,GOLD,Middle-Aged (26-45),34,421,6,90723.36,1,12162.76,5,417,0
Germany,Female,1,1,GOLD,Older Adults (46-64),49,492,2,151249.45,2,167237.94,4,543,0
France,Female,1,1,SILVER,Middle-Aged (26-45),32,545,6,0.0,2,52067.37,5,277,0
Germany,Female,1,0,DIAMOND,Middle-Aged (26-45),43,640,9,94752.49,1,184006.36,4,523,1
Spain,Female,1,0,PLATINUM,Middle-Aged (26-45),34,624,6,0.0,1,582.59,5,468,1
Spain,Male,1,0,SILVER,Middle-Aged (26-45),28,577,7,0.0,1,143274.41,2,987,0
France,Male,1,1,DIAMOND,Middle-Aged (26-45),31,704,5,132084.66,3,54474.48,4,246,1
France,Male,1,1,SILVER,Middle-Aged (26-45),45,523,5,0.0,2,121428.2,2,386,0
France,Male,1,1,DIAMOND,Middle-Aged (26-45),35,793,2,0.0,2,79704.12,4,347,0
France,Female,1,1,PLATINUM,Older Adults (46-64),53,564,2,45472.28,1,41055.71,5,286,1
France,Male,0,0,SILVER,Middle-Aged (26-45),33,711,1,0.0,1,41590.4,3,824,0
Germany,Female,0,0,PLATINUM,Middle-Aged (26-45),33,791,10,130229.71,2,54019.93,1,414,1
Germany,Female,1,0,DIAMOND,Middle-Aged (26-45),38,629,9,123948.85,1,76053.07,5,564,0
Germany,Male,1,1,SILVER,Middle-Aged (26-45),39,729,6,127415.85,1,184977.2,3,902,1
Germany,Male,1,0,GOLD,Middle-Aged (26-45),35,651,8,110067.71,1,127678.95,2,689,1
Spain,Male,1,1,PLATINUM,Middle-Aged (26-45),39,695,4,65521.2,1,1243.97,5,494,0
Spain,Male,1,1,SILVER,Middle-Aged (26-45),31,847,5,0.0,2,76326.67,4,791,0
France,Male,1,1,GOLD,Older Adults (46-64),47,704,5,0.0,2,145338.61,4,308,0
Germany,Male,1,1,PLATINUM,Middle-Aged (26-45),33,613,3,155736.42,2,57751.21,4,633,0
Spain,Female,0,0,DIAMOND,Middle-Aged (26-45),29,692,4,0.0,2,138880.24,2,983,0
France,Female,1,1,GOLD,Middle-Aged (26-45),34,720,3,118307.57,2,136120.29,2,410,0
France,Male,1,1,DIAMOND,Middle-Aged (26-45),41,577,6,0.0,1,167621.18,2,545,0
Germany,Female,1,0,DIAMOND,Young Adults (18-25),24,710,7,103099.17,2,173276.62,1,621,0
France,Female,1,1,DIAMOND,Middle-Aged (26-45),38,716,1,0.0,2,99661.46,2,266,0
France,Male,0,0,DIAMOND,Middle-Aged (26-45),33,410,6,125789.69,1,66333.56,3,816,1
Germany,Female,1,1,SILVER,Middle-Aged (26-45),36,584,4,109646.83,1,70240.79,1,990,0
France,Male,1,1,SILVER,Middle-Aged (26-45),30,792,1,127187.86,1,113553.42,3,921,0
France,Female,0,1,DIAMOND,Middle-Aged (26-45),36,605,6,0.0,1,690.84,4,373,0
Spain,Male,1,0,DIAMOND,Young Adults (18-25),24,486,1,0.0,1,98802.76,5,937,0
France,Male,0,1,SILVER,Middle-Aged (26-45),41,615,4,130385.82,1,130661.95,2,448,0
France,Male,0,1,SILVER,Young Adults (18-25),23,676,1,107787.47,1,116378.82,5,597,0
France,Male,0,1,DIAMOND,Middle-Aged (26-45),34,571,1,99325.04,2,186052.15,3,922,0
France,Female,0,0,DIAMOND,Middle-Aged (26-45),37,850,9,0.0,1,100101.06,5,814,0
France,Male,1,1,DIAMOND,Older Adults (46-64),48,717,7,123764.95,1,169952.82,5,652,0
Germany,Female,1,0,GOLD,Middle-Aged (26-45),39,642,8,128264.03,1,61792.76,1,280,1
Spain,Male,1,1,DIAMOND,Older Adults (46-64),47,780,7,86006.21,1,37973.13,1,348,0
Germany,Female,1,0,PLATINUM,Middle-Aged (26-45),38,492,8,57068.43,2,188974.81,3,914,0
Germany,Male,0,1,GOLD,Middle-Aged (26-45),29,760,5,103607.24,2,86334.64,2,588,0
Spain,Male,1,1,GOLD,Middle-Aged (26-45),40,500,1,99004.24,1,152845.99,5,481,0
Spain,Female,1,1,PLATINUM,Middle-Aged (26-45),36,654,2,0.0,2,146652.11,1,576,0
Spain,Female,1,0,SILVER,Young Adults (18-25),25,606,3,147386.72,3,45482.04,5,405,1
Spain,Male,1,0,PLATINUM,Middle-Aged (26-45),42,367,6,93608.28,1,168816.73,3,592,1
Spain,Male,1,1,DIAMOND,Middle-Aged (26-45),38,799,2,0.0,2,59297.34,1,780,0
Germany,Male,1,0,SILVER,Retirement Aged (65+),71,434,9,119496.87,1,125848.88,3,690,0
Spain,Female,0,0,PLATINUM,Middle-Aged (26-45),32,719,7,0.0,1,76264.27,3,677,0
France,Female,1,0,SILVER,Middle-Aged (26-45),37,641,2,0.0,2,3939.87,2,512,0
